Type,Code,Description,Injury,Injury Dx
D,W16031S,"Fall into swimming pool striking wall causing drown, sequela",C, 
D,W16032D,"Fall into swimming pool strk wall causing oth injury, subs  ",C, 
D,W16032S,"Fall into swim pool strk wall causing oth injury, sequela   ",C, 
D,W16111D,"Fall into natural body of water strk surfc cause drown, subs",C, 
D,W16111S,"Fall into natrl body of water strk surfc cause drown, sqla  ",C, 
D,W16112D,"Fall into natrl body of water strk surfc cause oth inj, subs",C, 
D,W16112S,"Fall into natrl body of water strk surfc cause oth inj, sqla",C, 
D,W16121D,"Fall into natrl body of water strk bottom cause drown, subs ",C, 
D,W16121S,"Fall into natrl body of water strk bottom cause drown, sqla ",C, 
D,W16122D,"Fall into natrl body of water strk botm cause oth inj, subs ",C, 
D,W16122S,"Fall into natrl body of water strk botm cause oth inj, sqla ",C, 
D,W16131D,"Fall into natural body of water strk side cause drown, subs ",C, 
D,W16131S,"Fall into natrl body of water strk side cause drown, sequela",C, 
D,W16132D,"Fall into natrl body of water strk side cause oth inj, subs ",C, 
D,W16132S,"Fall into natrl body of water strk side cause oth inj, sqla ",C, 
D,W16211D,"Fall in (into) filled bathtub causing drown, subs           ",C, 
D,W16211S,"Fall in (into) filled bathtub causing drown, sequela        ",C, 
D,W16212D,"Fall in (into) filled bathtub causing oth injury, subs      ",C, 
D,W16212S,"Fall in (into) filled bathtub causing other injury, sequela ",C, 
D,W16221D,"Fall in (into) bucket of water causing drown, subs          ",C, 
D,W16221S,"Fall in (into) bucket of water causing drown, sequela       ",C, 
D,W16222D,"Fall in (into) bucket of water causing oth injury, subs     ",C, 
D,W16222S,"Fall in (into) bucket of water causing other injury, sequela",C, 
D,W16311D,"Fall into oth water striking surfc causing drown, subs      ",C, 
D,W16311S,"Fall into oth water striking surfc causing drown, sequela   ",C, 
D,W16312D,"Fall into oth water striking surfc causing oth injury, subs ",C, 
D,W16312S,"Fall into oth water strk surfc causing oth injury, sequela  ",C, 
D,W16321D,"Fall into oth water striking bottom causing drown, subs     ",C, 
D,W16321S,"Fall into oth water striking bottom causing drown, sequela  ",C, 
D,W16322D,"Fall into oth water striking bottom causing oth injury, subs",C, 
D,W16322S,"Fall into oth water strk bottom causing oth injury, sequela ",C, 
D,W16331D,"Fall into oth water striking wall causing drown, subs       ",C, 
D,W16331S,"Fall into oth water striking wall causing drown, sequela    ",C, 
D,W16332D,"Fall into oth water striking wall causing oth injury, subs  ",C, 
D,W16332S,"Fall into oth water strk wall causing oth injury, sequela   ",C, 
D,W1641XD,"Fall into unsp water causing drowning and submersion, subs  ",C, 
D,W1641XS,"Fall into unsp water causing drown, sequela                 ",C, 
D,W1642XD,"Fall into unsp water causing other injury, subs encntr      ",C, 
D,W1642XS,"Fall into unspecified water causing other injury, sequela   ",C, 
D,W16511D,"Jump/div into swimming pool strk surfc causing drown, subs  ",C, 
D,W16511S,"Jump/div into swim pool strk surfc causing drown, sequela   ",C, 
D,W16512D,"Jump/div into swim pool strk surfc causing oth injury, subs ",C, 
D,W16512S,"Jump/div into swim pool strk surfc cause oth injury, sequela",C, 
D,W16521D,"Jump/div into swimming pool strk bottom causing drown, subs ",C, 
D,W16521S,"Jump/div into swim pool strk bottom causing drown, sequela  ",C, 
D,W16522D,"Jump/div into swim pool strk bottom causing oth injury, subs",C, 
D,W16522S,"Jump/div into swim pool strk bottom cause oth injury, sqla  ",C, 
D,W16531D,"Jump/div into swimming pool strk wall causing drown, subs   ",C, 
D,W16531S,"Jump/div into swimming pool strk wall causing drown, sequela",C, 
D,W16532D,"Jump/div into swim pool strk wall causing oth injury, subs  ",C, 
D,W16532S,"Jump/div into swim pool strk wall cause oth injury, sequela ",C, 
D,W16611D,"Jump/div into natrl body of wtr strk surfc cause drown, subs",C, 
D,W16611S,"Jump/div into natrl body of wtr strk surfc cause drown, sqla",C, 
D,W16612D,"Jump/div in natrl body of wtr strk surfc cause oth inj, subs",C, 
D,W16612S,"Jump/div in natrl body of wtr strk surfc cause oth inj, sqla",C, 
D,W16621D,"Jump/div into natrl body of wtr strk botm cause drown, subs ",C, 
D,W16621S,"Jump/div into natrl body of wtr strk botm cause drown, sqla ",C, 
D,W16622D,"Jump/div in natrl body of wtr strk botm cause oth inj, subs ",C, 
D,W16622S,"Jump/div in natrl body of wtr strk botm cause oth inj, sqla ",C, 
D,W16711D,"Jump/div from boat striking surfc causing drown, subs       ",C, 
D,W16711S,"Jump/div from boat striking surfc causing drown, sequela    ",C, 
D,W16712D,"Jump/div from boat striking surfc causing oth injury, subs  ",C, 
D,W16712S,"Jump/div from boat strk surfc causing oth injury, sequela   ",C, 
D,W16721D,"Jump/div from boat striking bottom causing drown, subs      ",C, 
D,W16721S,"Jump/div from boat striking bottom causing drown, sequela   ",C, 
D,W16722D,"Jump/div from boat striking bottom causing oth injury, subs ",C, 
D,W16722S,"Jump/div from boat strk bottom causing oth injury, sequela  ",C, 
D,W16811D,"Jump/div into oth water striking surfc causing drown, subs  ",C, 
D,W16811S,"Jump/div into oth water strk surfc causing drown, sequela   ",C, 
D,W16812D,"Jump/div into oth water strk surfc causing oth injury, subs ",C, 
D,W16812S,"Jump/div into oth water strk surfc cause oth injury, sequela",C, 
D,W16821D,"Jump/div into oth water striking bottom causing drown, subs ",C, 
D,W16821S,"Jump/div into oth water strk bottom causing drown, sequela  ",C, 
D,W16822D,"Jump/div into oth water strk bottom causing oth injury, subs",C, 
D,W16822S,"Jump/div into oth water strk bottom cause oth injury, sqla  ",C, 
D,W16831D,"Jump/div into oth water striking wall causing drown, subs   ",C, 
D,W16831S,"Jump/div into oth water striking wall causing drown, sequela",C, 
D,W16832D,"Jump/div into oth water strk wall causing oth injury, subs  ",C, 
D,W16832S,"Jump/div into oth water strk wall cause oth injury, sequela ",C, 
D,W1691XD,"Jumping or diving into unsp water causing drown, subs       ",C, 
D,W1691XS,"Jumping or diving into unsp water causing drown, sequela    ",C, 
D,W1692XD,"Jumping or diving into unsp water causing oth injury, subs  ",C, 
D,W1692XS,"Jump/div into unsp water causing oth injury, sequela        ",C, 
D,W170XXD,"Fall into well, subsequent encounter                        ",C, 
D,W170XXS,"Fall into well, sequela                                     ",C, 
D,W171XXD,"Fall into storm drain or manhole, subsequent encounter      ",C, 
D,W171XXS,"Fall into storm drain or manhole, sequela                   ",C, 
D,W172XXD,"Fall into hole, subsequent encounter                        ",C, 
D,W172XXS,"Fall into hole, sequela                                     ",C, 
D,W173XXD,"Fall into empty swimming pool, subsequent encounter         ",C, 
D,W173XXS,"Fall into empty swimming pool, sequela                      ",C, 
D,W174XXD,"Fall from dock, subsequent encounter                        ",C, 
D,W174XXS,"Fall from dock, sequela                                     ",C, 
D,W1781XD,"Fall down embankment (hill), subsequent encounter           ",C, 
D,W1781XS,"Fall down embankment (hill), sequela                        ",C, 
D,W1782XD,"Fall from (out of) grocery cart, subsequent encounter       ",C, 
D,W1782XS,"Fall from (out of) grocery cart, sequela                    ",C, 
D,W1789XD,"Other fall from one level to another, subsequent encounter  ",C, 
D,W1789XS,"Other fall from one level to another, sequela               ",C, 
D,W1800XD,"Striking against unsp object w subsequent fall, subs encntr ",C, 
D,W1800XS,"Striking against unsp object with subsequent fall, sequela  ",C, 
D,W1801XD,"Striking against sports equipment w subsequent fall, subs   ",C, 
D,W1801XS,"Striking against sports equipment w subsequent fall, sequela",C, 
D,W1802XD,"Striking against glass with subsequent fall, subs encntr    ",C, 
D,W1802XS,"Striking against glass with subsequent fall, sequela        ",C, 
D,W1809XD,"Striking against oth object w subsequent fall, subs encntr  ",C, 
D,W1809XS,"Striking against other object with subsequent fall, sequela ",C, 
D,W1811XD,"Fall from or off toilet w/o strike against object, subs     ",C, 
D,W1811XS,"Fall from or off toilet w/o strike against object, sequela  ",C, 
D,W1812XD,"Fall from or off toilet w strike against object, subs       ",C, 
D,W1812XS,"Fall from or off toilet w strike against object, sequela    ",C, 
D,W182XXD,"Fall in (into) shower or empty bathtub, subsequent encounter",C, 
D,W182XXS,"Fall in (into) shower or empty bathtub, sequela             ",C, 
D,W1830XD,"Fall on same level, unspecified, subsequent encounter       ",C, 
D,W1830XS,"Fall on same level, unspecified, sequela                    ",C, 
D,W1831XD,"Fall on same level due to stepping on an object, subs encntr",C, 
D,W1831XS,"Fall on same level due to stepping on an object, sequela    ",C, 
D,W1839XD,"Other fall on same level, subsequent encounter              ",C, 
D,W1839XS,"Other fall on same level, sequela                           ",C, 
D,W1840XD,"Slipping, tripping and stumbling w/o falling, unsp, subs    ",C, 
D,W1840XS,"Slipping, tripping and stumbling w/o falling, unsp, sequela ",C, 
D,W1841XD,"Slip/trip w/o falling due to stepping on object, subs       ",C, 
D,W1841XS,"Slip/trip w/o falling due to stepping on object, sequela    ",C, 
D,W1842XD,"Slip/trip w/o falling due to step into hole or opening, subs",C, 
D,W1842XS,"Slip/trip w/o fall due to step into hole or opening, sequela",C, 
D,W1843XD,"Slip/trip w/o fall d/t step from one level to another, subs ",C, 
D,W1843XS,"Slip/trip w/o fall d/t step from one level to another, sqla ",C, 
D,W1849XD,"Oth slipping, tripping and stumbling w/o falling, subs      ",C, 
D,W1849XS,"Other slipping, tripping and stumbling w/o falling, sequela ",C, 
D,W19XXXD,"Unspecified fall, subsequent encounter                      ",C, 
D,W19XXXS,"Unspecified fall, sequela                                   ",C, 
D,W200XXD,"Struck by falling object in cave-in, subsequent encounter   ",C, 
D,W200XXS,"Struck by falling object in cave-in, sequela                ",C, 
D,W201XXD,"Struck by object due to collapse of building, subs encntr   ",C, 
D,W201XXS,"Struck by object due to collapse of building, sequela       ",C, 
D,W208XXD,"Oth cause of strike by thrown, projected or fall obj, subs  ",C, 
D,W208XXS,"Oth cause of strike by thrown, projected or fall obj, sqla  ",C, 
D,W2100XD,"Struck by hit or thrown ball, unspecified type, subs encntr ",C, 
D,W2100XS,"Struck by hit or thrown ball, unspecified type, sequela     ",C, 
D,W2101XD,"Struck by football, subsequent encounter                    ",C, 
D,W2101XS,"Struck by football, sequela                                 ",C, 
D,W2102XD,"Struck by soccer ball, subsequent encounter                 ",C, 
D,W2102XS,"Struck by soccer ball, sequela                              ",C, 
D,W2103XD,"Struck by baseball, subsequent encounter                    ",C, 
D,W2103XS,"Struck by baseball, sequela                                 ",C, 
D,W2104XD,"Struck by golf ball, subsequent encounter                   ",C, 
D,W2104XS,"Struck by golf ball, sequela                                ",C, 
D,W2105XD,"Struck by basketball, subsequent encounter                  ",C, 
D,W2105XS,"Struck by basketball, sequela                               ",C, 
D,W2106XD,"Struck by volleyball, subsequent encounter                  ",C, 
D,W2106XS,"Struck by volleyball, sequela                               ",C, 
D,W2107XD,"Struck by softball, subsequent encounter                    ",C, 
D,W2107XS,"Struck by softball, sequela                                 ",C, 
D,W2109XD,"Struck by other hit or thrown ball, subsequent encounter    ",C, 
D,W2109XS,"Struck by other hit or thrown ball, sequela                 ",C, 
D,W2111XD,"Struck by baseball bat, subsequent encounter                ",C, 
D,W2111XS,"Struck by baseball bat, sequela                             ",C, 
D,W2112XD,"Struck by tennis racquet, subsequent encounter              ",C, 
D,W2112XS,"Struck by tennis racquet, sequela                           ",C, 
D,W2113XD,"Struck by golf club, subsequent encounter                   ",C, 
D,W2113XS,"Struck by golf club, sequela                                ",C, 
D,W2119XD,"Struck by other bat, racquet or club, subsequent encounter  ",C, 
D,W2119XS,"Struck by other bat, racquet or club, sequela               ",C, 
D,W21210D,"Struck by ice hockey stick, subsequent encounter            ",C, 
D,W21210S,"Struck by ice hockey stick, sequela                         ",C, 
D,W21211D,"Struck by field hockey stick, subsequent encounter          ",C, 
D,W21211S,"Struck by field hockey stick, sequela                       ",C, 
D,W21220D,"Struck by ice hockey puck, subsequent encounter             ",C, 
D,W21220S,"Struck by ice hockey puck, sequela                          ",C, 
D,W21221D,"Struck by field hockey puck, subsequent encounter           ",C, 
D,W21221S,"Struck by field hockey puck, sequela                        ",C, 
D,W2131XD,"Struck by shoe cleats, subsequent encounter                 ",C, 
D,W2131XS,"Struck by shoe cleats, sequela                              ",C, 
D,W2132XD,"Struck by skate blades, subsequent encounter                ",C, 
D,W2132XS,"Struck by skate blades, sequela                             ",C, 
D,W2139XD,"Struck by other sports foot wear, subsequent encounter      ",C, 
D,W2139XS,"Struck by other sports foot wear, sequela                   ",C, 
D,W214XXD,"Striking against diving board, subsequent encounter         ",C, 
D,W214XXS,"Striking against diving board, sequela                      ",C, 
D,W2181XD,"Striking against or struck by football helmet, subs encntr  ",C, 
D,W2181XS,"Striking against or struck by football helmet, sequela      ",C, 
D,W2189XD,"Striking against or struck by oth sports equipment, subs    ",C, 
D,W2189XS,"Striking against or struck by oth sports equipment, sequela ",C, 
D,W219XXD,"Striking against or struck by unsp sports equipment, subs   ",C, 
D,W219XXS,"Striking against or struck by unsp sports equipment, sequela",C, 
D,W2201XD,"Walked into wall, subsequent encounter                      ",C, 
D,W2201XS,"Walked into wall, sequela                                   ",C, 
D,W2202XD,"Walked into lamppost, subsequent encounter                  ",C, 
D,W2202XS,"Walked into lamppost, sequela                               ",C, 
D,W2203XD,"Walked into furniture, subsequent encounter                 ",C, 
D,W2203XS,"Walked into furniture, sequela                              ",C, 
D,W22041D,"Striking against wall of swimming pool causing drown, subs  ",C, 
D,W22041S,"Strike wall of swimming pool causing drown, sequela         ",C, 
D,W22042D,"Strike wall of swimming pool causing oth injury, subs       ",C, 
D,W22042S,"Strike wall of swimming pool causing oth injury, sequela    ",C, 
D,W2209XD,"Striking against other stationary object, subs encntr       ",C, 
D,W2209XS,"Striking against other stationary object, sequela           ",C, 
D,W2210XD,"Striking against or struck by unsp automobile airbag, subs  ",C, 
D,W2210XS,"Strike/struck by unsp automobile airbag, sequela            ",C, 
D,W2211XD,"Strike/struck by driver side automobile airbag, subs        ",C, 
D,W2211XS,"Strike/struck by driver side automobile airbag, sequela     ",C, 
D,W2212XD,"Strike/struck by front passenger side auto airbag, subs     ",C, 
D,W2212XS,"Strike/struck by front passenger side auto airbag, sequela  ",C, 
D,W2219XD,"Striking against or struck by oth automobile airbag, subs   ",C, 
D,W2219XS,"Striking against or struck by oth automobile airbag, sequela",C, 
D,W228XXD,"Striking against or struck by other objects, subs encntr    ",C, 
D,W228XXS,"Striking against or struck by other objects, sequela        ",C, 
D,W230XXD,"Caught, crush, jammed, or pinched betw moving objects, subs ",C, 
D,W230XXS,"Caught, crush, jammed, or pinched betw moving obj, sequela  ",C, 
D,W231XXD,"Caught, crush, jammed, or pinched betw stationry obj, subs  ",C, 
D,W231XXS,"Caught, crush, jammed, or pinched betw stationry obj, sqla  ",C, 
D,W240XXD,"Contact w lifting devices, not elsewhere classified, subs   ",C, 
D,W240XXS,"Contact w lifting devices, not elsewhere classified, sequela",C, 
D,W241XXD,"Contact w transmission devices, NEC, subs                   ",C, 
D,W241XXS,"Contact w transmission devices, NEC, sequela                ",C, 
D,W25XXXD,"Contact with sharp glass, subsequent encounter              ",C, 
D,W25XXXS,"Contact with sharp glass, sequela                           ",C, 
D,W260XXD,"Contact with knife, subsequent encounter                    ",C, 
D,W260XXS,"Contact with knife, sequela                                 ",C, 
D,W261XXD,"Contact with sword or dagger, subsequent encounter          ",C, 
D,W261XXS,"Contact with sword or dagger, sequela                       ",C, 
D,W270XXD,"Contact with workbench tool, subsequent encounter           ",C, 
D,W270XXS,"Contact with workbench tool, sequela                        ",C, 
D,W271XXD,"Contact with garden tool, subsequent encounter              ",C, 
D,W271XXS,"Contact with garden tool, sequela                           ",C, 
D,W272XXD,"Contact with scissors, subsequent encounter                 ",C, 
D,W272XXS,"Contact with scissors, sequela                              ",C, 
D,W273XXD,"Contact with needle (sewing), subsequent encounter          ",C, 
D,W273XXS,"Contact with needle (sewing), sequela                       ",C, 
D,W274XXD,"Contact with kitchen utensil, subsequent encounter          ",C, 
D,W274XXS,"Contact with kitchen utensil, sequela                       ",C, 
D,W275XXD,"Contact with paper-cutter, subsequent encounter             ",C, 
D,W275XXS,"Contact with paper-cutter, sequela                          ",C, 
D,W278XXD,"Contact with other nonpowered hand tool, subs encntr        ",C, 
D,W278XXS,"Contact with other nonpowered hand tool, sequela            ",C, 
D,W28XXXD,"Contact with powered lawn mower, subsequent encounter       ",C, 
D,W28XXXS,"Contact with powered lawn mower, sequela                    ",C, 
D,W290XXD,"Contact with powered kitchen appliance, subsequent encounter",C, 
D,W290XXS,"Contact with powered kitchen appliance, sequela             ",C, 
D,W291XXD,"Contact with electric knife, subsequent encounter           ",C, 
D,W291XXS,"Contact with electric knife, sequela                        ",C, 
D,W292XXD,"Contact with other powered household machinery, subs encntr ",C, 
D,W292XXS,"Contact with other powered household machinery, sequela     ",C, 
D,W293XXD,"Cntct w powered garden and outdoor hand tools and mach, subs",C, 
D,W293XXS,"Cntct w power garden and outdoor hand tools and mach, sqla  ",C, 
D,W294XXD,"Contact with nail gun, subsequent encounter                 ",C, 
D,W294XXS,"Contact with nail gun, sequela                              ",C, 
D,W298XXD,"Cntct w oth power power hand tools and household mach, subs ",C, 
D,W298XXS,"Cntct w oth power power hand tools and household mach, sqla ",C, 
D,W300XXD,"Contact with combine harvester, subsequent encounter        ",C, 
D,W300XXS,"Contact with combine harvester, sequela                     ",C, 
D,W301XXD,"Contact with power take-off devices (PTO), subs encntr      ",C, 
D,W301XXS,"Contact with power take-off devices (PTO), sequela          ",C, 
D,W302XXD,"Contact with hay derrick, subsequent encounter              ",C, 
D,W302XXS,"Contact with hay derrick, sequela                           ",C, 
D,W303XXD,"Contact with grain storage elevator, subsequent encounter   ",C, 
D,W303XXS,"Contact with grain storage elevator, sequela                ",C, 
D,W3081XD,"Contact w agri transport vehicle in stationary use, subs    ",C, 
D,W3081XS,"Contact w agri transport vehicle in stationary use, sequela ",C, 
D,W3089XD,"Contact with oth agricultural machinery, subs encntr        ",C, 
D,W3089XS,"Contact with other specified agricultural machinery, sequela",C, 
D,W309XXD,"Contact with unspecified agricultural machinery, subs encntr",C, 
D,W309XXS,"Contact with unspecified agricultural machinery, sequela    ",C, 
D,W310XXD,"Contact w mining and earth-drilling machinery, subs encntr  ",C, 
D,W310XXS,"Contact with mining and earth-drilling machinery, sequela   ",C, 
D,W311XXD,"Contact with metalworking machines, subsequent encounter    ",C, 
D,W311XXS,"Contact with metalworking machines, sequela                 ",C, 
D,W312XXD,"Contact w powered woodworking and forming machines, subs    ",C, 
D,W312XXS,"Contact w powered woodworking and forming machines, sequela ",C, 
D,W313XXD,"Contact with prime movers, subsequent encounter             ",C, 
D,W313XXS,"Contact with prime movers, sequela                          ",C, 
D,W3181XD,"Contact with recreational machinery, subsequent encounter   ",C, 
D,W3181XS,"Contact with recreational machinery, sequela                ",C, 
D,W3182XD,"Contact with other commercial machinery, subs encntr        ",C, 
D,W3182XS,"Contact with other commercial machinery, sequela            ",C, 
D,W3183XD,"Contact w special construct vehicle in stationary use, subs ",C, 
D,W3183XS,"Cntct w special construct vehicle in stationry use, sequela ",C, 
D,W3189XD,"Contact with other specified machinery, subsequent encounter",C, 
D,W3189XS,"Contact with other specified machinery, sequela             ",C, 
D,W319XXD,"Contact with unspecified machinery, subsequent encounter    ",C, 
D,W319XXS,"Contact with unspecified machinery, sequela                 ",C, 
D,W320XXD,"Accidental handgun discharge, subsequent encounter          ",C, 
D,W320XXS,"Accidental handgun discharge, sequela                       ",C, 
D,W321XXD,"Accidental handgun malfunction, subsequent encounter        ",C, 
D,W321XXS,"Accidental handgun malfunction, sequela                     ",C, 
D,W3300XD,"Accidental discharge of unsp larger firearm, subs encntr    ",C, 
D,W3300XS,"Accidental discharge of unspecified larger firearm, sequela ",C, 
D,W3301XD,"Accidental discharge of shotgun, subsequent encounter       ",C, 
D,W3301XS,"Accidental discharge of shotgun, sequela                    ",C, 
D,W3302XD,"Accidental discharge of hunting rifle, subsequent encounter ",C, 
D,W3302XS,"Accidental discharge of hunting rifle, sequela              ",C, 
D,W3303XD,"Accidental discharge of machine gun, subsequent encounter   ",C, 
D,W3303XS,"Accidental discharge of machine gun, sequela                ",C, 
D,W3309XD,"Accidental discharge of other larger firearm, subs encntr   ",C, 
D,W3309XS,"Accidental discharge of other larger firearm, sequela       ",C, 
D,W3310XD,"Accidental malfunction of unsp larger firearm, subs encntr  ",C, 
D,W3310XS,"Accidental malfunction of unsp larger firearm, sequela      ",C, 
D,W3311XD,"Accidental malfunction of shotgun, subsequent encounter     ",C, 
D,W3311XS,"Accidental malfunction of shotgun, sequela                  ",C, 
D,W3312XD,"Accidental malfunction of hunting rifle, subs encntr        ",C, 
D,W3312XS,"Accidental malfunction of hunting rifle, sequela            ",C, 
D,W3313XD,"Accidental malfunction of machine gun, subsequent encounter ",C, 
D,W3313XS,"Accidental malfunction of machine gun, sequela              ",C, 
D,W3319XD,"Accidental malfunction of other larger firearm, subs encntr ",C, 
D,W3319XS,"Accidental malfunction of other larger firearm, sequela     ",C, 
D,W3400XD,"Accidental discharge from unsp firearms or gun, subs encntr ",C, 
D,W3400XS,"Accidental discharge from unsp firearms or gun, sequela     ",C, 
D,W34010D,"Accidental discharge of airgun, subsequent encounter        ",C, 
D,W34010S,"Accidental discharge of airgun, sequela                     ",C, 
D,W34011D,"Accidental discharge of paintball gun, subsequent encounter ",C, 
D,W34011S,"Accidental discharge of paintball gun, sequela              ",C, 
D,W34018D,"Accidental discharge of gas, air or sprng-op gun, subs      ",C, 
D,W34018S,"Accidental discharge of gas, air or sprng-op gun, sequela   ",C, 
D,W3409XD,"Accidental discharge from oth firearms, subs encntr         ",C, 
D,W3409XS,"Accidental discharge from other specified firearms, sequela ",C, 
D,W3410XD,"Accidental malfunction from unsp firearms or gun, subs      ",C, 
D,W3410XS,"Accidental malfunction from unsp firearms or gun, sequela   ",C, 
D,W34110D,"Accidental malfunction of airgun, subsequent encounter      ",C, 
D,W34110S,"Accidental malfunction of airgun, sequela                   ",C, 
D,W34111D,"Accidental malfunction of paintball gun, subs encntr        ",C, 
D,W34111S,"Accidental malfunction of paintball gun, sequela            ",C, 
D,W34118D,"Accidental malfunction of gas, air or sprng-op gun, subs    ",C, 
D,W34118S,"Accidental malfunction of gas, air or sprng-op gun, sequela ",C, 
D,W3419XD,"Accidental malfunction from oth firearms, subs encntr       ",C, 
D,W3419XS,"Accidental malfunction from oth firearms, sequela           ",C, 
D,W35XXXD,"Explosion and rupture of boiler, subsequent encounter       ",C, 
D,W35XXXS,"Explosion and rupture of boiler, sequela                    ",C, 
D,W361XXD,"Explosion and rupture of aerosol can, subsequent encounter  ",C, 
D,W361XXS,"Explosion and rupture of aerosol can, sequela               ",C, 
D,W362XXD,"Explosion and rupture of air tank, subsequent encounter     ",C, 
D,W362XXS,"Explosion and rupture of air tank, sequela                  ",C, 
D,W363XXD,"Explosion and rupture of pressurized-gas tank, subs encntr  ",C, 
D,W363XXS,"Explosion and rupture of pressurized-gas tank, sequela      ",C, 
D,W368XXD,"Explosion and rupture of other gas cylinder, subs encntr    ",C, 
D,W368XXS,"Explosion and rupture of other gas cylinder, sequela        ",C, 
D,W369XXD,"Explosion and rupture of unsp gas cylinder, subs encntr     ",C, 
D,W369XXS,"Explosion and rupture of unspecified gas cylinder, sequela  ",C, 
D,W370XXD,"Explosion of bicycle tire, subsequent encounter             ",C, 
D,W370XXS,"Explosion of bicycle tire, sequela                          ",C, 
D,W378XXD,"Explosn and rupture of pressurized tire, pipe or hose, subs ",C, 
D,W378XXS,"Explosn and rupt of pressurized tire, pipe or hose, sequela ",C, 
D,W38XXXD,"Explosion and rupture of oth pressurized devices, subs      ",C, 
D,W38XXXS,"Explosion and rupture of oth pressurized devices, sequela   ",C, 
D,W39XXXD,"Discharge of firework, subsequent encounter                 ",C, 
D,W39XXXS,"Discharge of firework, sequela                              ",C, 
D,W400XXD,"Explosion of blasting material, subsequent encounter        ",C, 
D,W400XXS,"Explosion of blasting material, sequela                     ",C, 
D,W401XXD,"Explosion of explosive gases, subsequent encounter          ",C, 
D,W401XXS,"Explosion of explosive gases, sequela                       ",C, 
D,W408XXD,"Explosion of oth explosive materials, subs encntr           ",C, 
D,W408XXS,"Explosion of other specified explosive materials, sequela   ",C, 
D,W409XXD,"Explosion of unspecified explosive materials, subs encntr   ",C, 
D,W409XXS,"Explosion of unspecified explosive materials, sequela       ",C, 
D,W420XXD,"Exposure to supersonic waves, subsequent encounter          ",C, 
D,W420XXS,"Exposure to supersonic waves, sequela                       ",C, 
D,W429XXD,"Exposure to other noise, subsequent encounter               ",C, 
D,W429XXS,"Exposure to other noise, sequela                            ",C, 
D,W450XXD,"Nail entering through skin, subsequent encounter            ",C, 
D,W450XXS,"Nail entering through skin, sequela                         ",C, 
D,W451XXD,"Paper entering through skin, subsequent encounter           ",C, 
D,W451XXS,"Paper entering through skin, sequela                        ",C, 
D,W452XXD,"Lid of can entering through skin, subsequent encounter      ",C, 
D,W452XXS,"Lid of can entering through skin, sequela                   ",C, 
D,W458XXD,"Oth foreign body or object entering through skin, subs      ",C, 
D,W458XXS,"Other foreign body or object entering through skin, sequela ",C, 
D,W460XXD,"Contact with hypodermic needle, subsequent encounter        ",C, 
D,W460XXS,"Contact with hypodermic needle, sequela                     ",C, 
D,W461XXD,"Contact with contaminated hypodermic needle, subs encntr    ",C, 
D,W461XXS,"Contact with contaminated hypodermic needle, sequela        ",C, 
D,W4901XD,"Hair causing external constriction, subsequent encounter    ",C, 
D,W4901XS,"Hair causing external constriction, sequela                 ",C, 
D,W4902XD,"String or thread causing external constriction, subs encntr ",C, 
D,W4902XS,"String or thread causing external constriction, sequela     ",C, 
D,W4903XD,"Rubber band causing external constriction, subs encntr      ",C, 
D,W4903XS,"Rubber band causing external constriction, sequela          ",C, 
D,W4904XD,"Ring or oth jewelry causing external constriction, subs     ",C, 
D,W4904XS,"Ring or other jewelry causing external constriction, sequela",C, 
D,W4909XD,"Oth item causing external constriction, subs encntr         ",C, 
D,W4909XS,"Other specified item causing external constriction, sequela ",C, 
D,W499XXD,"Exposure to other inanimate mechanical forces, subs encntr  ",C, 
D,W499XXS,"Exposure to other inanimate mechanical forces, sequela      ",C, 
D,W500XXD,"Accidental hit or strike by another person, subs encntr     ",C, 
D,W500XXS,"Accidental hit or strike by another person, sequela         ",C, 
D,W501XXD,"Accidental kick by another person, subsequent encounter     ",C, 
D,W501XXS,"Accidental kick by another person, sequela                  ",C, 
D,W502XXD,"Accidental twist by another person, subsequent encounter    ",C, 
D,W502XXS,"Accidental twist by another person, sequela                 ",C, 
D,W503XXD,"Accidental bite by another person, subsequent encounter     ",C, 
D,W503XXS,"Accidental bite by another person, sequela                  ",C, 
D,W504XXD,"Accidental scratch by another person, subsequent encounter  ",C, 
D,W504XXS,"Accidental scratch by another person, sequela               ",C, 
D,W51XXXD,"Accidental strike or bumped into by another person, subs    ",C, 
D,W51XXXS,"Accidental strike or bumped into by another person, sequela ",C, 
D,W52XXXD,"Crushd/pushd/stepd on by crowd or human stampede, subs      ",C, 
D,W52XXXS,"Crushd/pushd/stepd on by crowd or human stampede, sequela   ",C, 
D,W5301XD,"Bitten by mouse, subsequent encounter                       ",C, 
D,W5301XS,"Bitten by mouse, sequela                                    ",C, 
D,W5309XD,"Other contact with mouse, subsequent encounter              ",C, 
D,W5309XS,"Other contact with mouse, sequela                           ",C, 
D,W5311XD,"Bitten by rat, subsequent encounter                         ",C, 
D,W5311XS,"Bitten by rat, sequela                                      ",C, 
D,W5319XD,"Other contact with rat, subsequent encounter                ",C, 
D,W5319XS,"Other contact with rat, sequela                             ",C, 
D,W5321XD,"Bitten by squirrel, subsequent encounter                    ",C, 
D,W5321XS,"Bitten by squirrel, sequela                                 ",C, 
D,W5329XD,"Other contact with squirrel, subsequent encounter           ",C, 
D,W5329XS,"Other contact with squirrel, sequela                        ",C, 
D,W5381XD,"Bitten by other rodent, subsequent encounter                ",C, 
