Type,Code,Description,Injury,Injury Dx
D,V440XXD,"Car driver injured in collision w hv veh nontraf, subs      ",C, 
D,V440XXS,"Car driver injured in collision w hv veh nontraf, sequela   ",C, 
D,V441XXD,"Car passenger injured in collision w hv veh nontraf, subs   ",C, 
D,V441XXS,"Car passenger injured in collision w hv veh nontraf, sequela",C, 
D,V442XXD,"Person outside car injured in clsn w hv veh nontraf, subs   ",C, 
D,V442XXS,"Person outside car injured in clsn w hv veh nontraf, sequela",C, 
D,V443XXD,"Unsp car occupant injured in clsn w hv veh nontraf, subs    ",C, 
D,V443XXS,"Unsp car occupant injured in clsn w hv veh nontraf, sequela ",C, 
D,V444XXD,"Prsn brd/alit a car injured in collision w hv veh, subs     ",C, 
D,V444XXS,"Prsn brd/alit a car injured in collision w hv veh, sequela  ",C, 
D,V445XXD,"Car driver injured in collision w hv veh in traf, subs      ",C, 
D,V445XXS,"Car driver injured in collision w hv veh in traf, sequela   ",C, 
D,V446XXD,"Car passenger injured in collision w hv veh in traf, subs   ",C, 
D,V446XXS,"Car passenger injured in collision w hv veh in traf, sequela",C, 
D,V447XXD,"Person outside car injured in clsn w hv veh in traf, subs   ",C, 
D,V447XXS,"Person outside car injured in clsn w hv veh in traf, sequela",C, 
D,V449XXD,"Unsp car occupant injured in clsn w hv veh in traf, subs    ",C, 
D,V449XXS,"Unsp car occupant injured in clsn w hv veh in traf, sequela ",C, 
D,V450XXD,"Car driver injured in collision w rail trn/veh nontraf, subs",C, 
D,V450XXS,"Car driver injured in clsn w rail trn/veh nontraf, sequela  ",C, 
D,V451XXD,"Car passenger injured in clsn w rail trn/veh nontraf, subs  ",C, 
D,V451XXS,"Car pasngr injured in clsn w rail trn/veh nontraf, sequela  ",C, 
D,V452XXD,"Person outside car inj in clsn w rail trn/veh nontraf, subs ",C, 
D,V452XXS,"Person outsd car inj in clsn w rail trn/veh nontraf, sequela",C, 
D,V453XXD,"Unsp car occ injured in clsn w rail trn/veh nontraf, subs   ",C, 
D,V453XXS,"Unsp car occ injured in clsn w rail trn/veh nontraf, sequela",C, 
D,V454XXD,"Prsn brd/alit a car injured in clsn w rail trn/veh, subs    ",C, 
D,V454XXS,"Prsn brd/alit a car injured in clsn w rail trn/veh, sequela ",C, 
D,V455XXD,"Car driver injured in collision w rail trn/veh in traf, subs",C, 
D,V455XXS,"Car driver injured in clsn w rail trn/veh in traf, sequela  ",C, 
D,V456XXD,"Car passenger injured in clsn w rail trn/veh in traf, subs  ",C, 
D,V456XXS,"Car pasngr injured in clsn w rail trn/veh in traf, sequela  ",C, 
D,V457XXD,"Person outside car inj in clsn w rail trn/veh in traf, subs ",C, 
D,V457XXS,"Person outsd car inj in clsn w rail trn/veh in traf, sequela",C, 
D,V459XXD,"Unsp car occ injured in clsn w rail trn/veh in traf, subs   ",C, 
D,V459XXS,"Unsp car occ injured in clsn w rail trn/veh in traf, sequela",C, 
D,V460XXD,"Car driver injured in clsn w nonmtr vehicle nontraf, subs   ",C, 
D,V460XXS,"Car driver injured in clsn w nonmtr vehicle nontraf, sequela",C, 
D,V461XXD,"Car passenger injured in clsn w nonmtr vehicle nontraf, subs",C, 
D,V461XXS,"Car pasngr injured in clsn w nonmtr vehicle nontraf, sequela",C, 
D,V462XXD,"Person outsd car inj in clsn w nonmtr vehicle nontraf, subs ",C, 
D,V462XXS,"Person outsd car inj in clsn w nonmtr vehicle nontraf, sqla ",C, 
D,V463XXD,"Unsp car occ injured in clsn w nonmtr vehicle nontraf, subs ",C, 
D,V463XXS,"Unsp car occ inj in clsn w nonmtr vehicle nontraf, sequela  ",C, 
D,V464XXD,"Prsn brd/alit a car injured in clsn w nonmtr vehicle, subs  ",C, 
D,V464XXS,"Prsn brd/alit a car inj in clsn w nonmtr vehicle, sequela   ",C, 
D,V465XXD,"Car driver injured in clsn w nonmtr vehicle in traf, subs   ",C, 
D,V465XXS,"Car driver injured in clsn w nonmtr vehicle in traf, sequela",C, 
D,V466XXD,"Car passenger injured in clsn w nonmtr vehicle in traf, subs",C, 
D,V466XXS,"Car pasngr injured in clsn w nonmtr vehicle in traf, sequela",C, 
D,V467XXD,"Person outsd car inj in clsn w nonmtr vehicle in traf, subs ",C, 
D,V467XXS,"Person outsd car inj in clsn w nonmtr vehicle in traf, sqla ",C, 
D,V469XXD,"Unsp car occ injured in clsn w nonmtr vehicle in traf, subs ",C, 
D,V469XXS,"Unsp car occ inj in clsn w nonmtr vehicle in traf, sequela  ",C, 
D,V4701XD,"Driver of SUV injured in clsn w statnry object nontraf, subs",C, 
D,V4701XS,"Driver of SUV inj in clsn w statnry object nontraf, sequela ",C, 
D,V4702XD,"Driver of car injured in clsn w statnry object nontraf, subs",C, 
D,V4702XS,"Driver of car inj in clsn w statnry object nontraf, sequela ",C, 
D,V4711XD,"Pasngr of SUV injured in clsn w statnry object nontraf, subs",C, 
D,V4711XS,"Pasngr of SUV inj in clsn w statnry object nontraf, sequela ",C, 
D,V4712XD,"Pasngr of car injured in clsn w statnry object nontraf, subs",C, 
D,V4712XS,"Pasngr of car inj in clsn w statnry object nontraf, sequela ",C, 
D,V472XXD,"Person outsd car inj in clsn w statnry object nontraf, subs ",C, 
D,V472XXS,"Person outsd car inj in clsn w statnry object nontraf, sqla ",C, 
D,V4731XD,"Occup of SUV injured in clsn w statnry object nontraf, subs ",C, 
D,V4731XS,"Occup of SUV inj in clsn w statnry object nontraf, sequela  ",C, 
D,V4732XD,"Occup of car injured in clsn w statnry object nontraf, subs ",C, 
D,V4732XS,"Occup of car inj in clsn w statnry object nontraf, sequela  ",C, 
D,V474XXD,"Prsn brd/alit a car injured in clsn w statnry object, subs  ",C, 
D,V474XXS,"Prsn brd/alit a car inj in clsn w statnry object, sequela   ",C, 
D,V4751XD,"Driver of SUV injured in clsn w statnry object in traf, subs",C, 
D,V4751XS,"Driver of SUV inj in clsn w statnry object in traf, sequela ",C, 
D,V4752XD,"Driver of car injured in clsn w statnry object in traf, subs",C, 
D,V4752XS,"Driver of car inj in clsn w statnry object in traf, sequela ",C, 
D,V4761XD,"Pasngr of SUV injured in clsn w statnry object in traf, subs",C, 
D,V4761XS,"Pasngr of SUV inj in clsn w statnry object in traf, sequela ",C, 
D,V4762XD,"Pasngr of car injured in clsn w statnry object in traf, subs",C, 
D,V4762XS,"Pasngr of car inj in clsn w statnry object in traf, sequela ",C, 
D,V477XXD,"Person outsd car inj in clsn w statnry object in traf, subs ",C, 
D,V477XXS,"Person outsd car inj in clsn w statnry object in traf, sqla ",C, 
D,V4791XD,"Occup of SUV injured in clsn w statnry object in traf, subs ",C, 
D,V4791XS,"Occup of SUV inj in clsn w statnry object in traf, sequela  ",C, 
D,V4792XD,"Occup of car injured in clsn w statnry object in traf, subs ",C, 
D,V4792XS,"Occup of car inj in clsn w statnry object in traf, sequela  ",C, 
D,V480XXD,"Car driver injured in nonclsn trnsp accident nontraf, subs  ",C, 
D,V480XXS,"Car driver injured in nonclsn trnsp acc nontraf, sequela    ",C, 
D,V481XXD,"Car pasngr injured in nonclsn trnsp accident nontraf, subs  ",C, 
D,V481XXS,"Car pasngr injured in nonclsn trnsp acc nontraf, sequela    ",C, 
D,V482XXD,"Person outside car inj in nonclsn trnsp acc nontraf, subs   ",C, 
D,V482XXS,"Person outside car inj in nonclsn trnsp acc nontraf, sequela",C, 
D,V483XXD,"Unsp car occupant injured in nonclsn trnsp acc nontraf, subs",C, 
D,V483XXS,"Unsp car occ injured in nonclsn trnsp acc nontraf, sequela  ",C, 
D,V484XXD,"Prsn brd/alit a car injured in nonclsn trnsp accident, subs ",C, 
D,V484XXS,"Prsn brd/alit a car injured in nonclsn trnsp acc, sequela   ",C, 
D,V485XXD,"Car driver injured in nonclsn trnsp accident in traf, subs  ",C, 
D,V485XXS,"Car driver injured in nonclsn trnsp acc in traf, sequela    ",C, 
D,V486XXD,"Car pasngr injured in nonclsn trnsp accident in traf, subs  ",C, 
D,V486XXS,"Car pasngr injured in nonclsn trnsp acc in traf, sequela    ",C, 
D,V487XXD,"Person outside car inj in nonclsn trnsp acc in traf, subs   ",C, 
D,V487XXS,"Person outside car inj in nonclsn trnsp acc in traf, sequela",C, 
D,V489XXD,"Unsp car occupant injured in nonclsn trnsp acc in traf, subs",C, 
D,V489XXS,"Unsp car occ injured in nonclsn trnsp acc in traf, sequela  ",C, 
D,V4900XD,"Driver injured in collision w unsp mv nontraf, subs         ",C, 
D,V4900XS,"Driver injured in collision w unsp mv nontraf, sequela      ",C, 
D,V4909XD,"Driver injured in collision w oth mv nontraf, subs          ",C, 
D,V4909XS,"Driver injured in collision w oth mv nontraf, sequela       ",C, 
D,V4910XD,"Passenger injured in collision w unsp mv nontraf, subs      ",C, 
D,V4910XS,"Passenger injured in collision w unsp mv nontraf, sequela   ",C, 
D,V4919XD,"Passenger injured in collision w oth mv nontraf, subs       ",C, 
D,V4919XS,"Passenger injured in collision w oth mv nontraf, sequela    ",C, 
D,V4920XD,"Unsp car occupant injured in clsn w unsp mv nontraf, subs   ",C, 
D,V4920XS,"Unsp car occupant injured in clsn w unsp mv nontraf, sequela",C, 
D,V4929XD,"Unsp car occupant injured in clsn w oth mv nontraf, subs    ",C, 
D,V4929XS,"Unsp car occupant injured in clsn w oth mv nontraf, sequela ",C, 
D,V493XXD,"Car occupant (driver) injured in unsp nontraf, subs         ",C, 
D,V493XXS,"Car occupant (driver) injured in unsp nontraf, sequela      ",C, 
D,V4940XD,"Driver injured in collision w unsp mv in traf, subs         ",C, 
D,V4940XS,"Driver injured in collision w unsp mv in traf, sequela      ",C, 
D,V4949XD,"Driver injured in collision w oth mv in traf, subs          ",C, 
D,V4949XS,"Driver injured in collision w oth mv in traf, sequela       ",C, 
D,V4950XD,"Passenger injured in collision w unsp mv in traf, subs      ",C, 
D,V4950XS,"Passenger injured in collision w unsp mv in traf, sequela   ",C, 
D,V4959XD,"Passenger injured in collision w oth mv in traf, subs       ",C, 
D,V4959XS,"Passenger injured in collision w oth mv in traf, sequela    ",C, 
D,V4960XD,"Unsp car occupant injured in clsn w unsp mv in traf, subs   ",C, 
D,V4960XS,"Unsp car occupant injured in clsn w unsp mv in traf, sequela",C, 
D,V4969XD,"Unsp car occupant injured in clsn w oth mv in traf, subs    ",C, 
D,V4969XS,"Unsp car occupant injured in clsn w oth mv in traf, sequela ",C, 
D,V4981XD,"Car occupant injured in trnsp acc w military vehicle, subs  ",C, 
D,V4981XS,"Car occupant injured in trnsp acc w miltry vehicle, sequela ",C, 
D,V4988XD,"Car occupant (driver) injured in oth transport acc, subs    ",C, 
D,V4988XS,"Car occupant (driver) injured in oth transport acc, sequela ",C, 
D,V499XXD,"Car occupant (driver) (passenger) injured in unsp traf, subs",C, 
D,V499XXS,"Car occupant (driver) injured in unsp traf, sequela         ",C, 
D,V500XXD,"Driver of pk-up/van injured in clsn w ped/anml nontraf, subs",C, 
D,V500XXS,"Driver of pk-up/van inj in clsn w ped/anml nontraf, sequela ",C, 
D,V501XXD,"Pasngr in pk-up/van injured in clsn w ped/anml nontraf, subs",C, 
D,V501XXS,"Pasngr in pk-up/van inj in clsn w ped/anml nontraf, sequela ",C, 
D,V502XXD,"Person outsd pk-up/van inj in clsn w ped/anml nontraf, subs ",C, 
D,V502XXS,"Person outsd pk-up/van inj in clsn w ped/anml nontraf, sqla ",C, 
D,V503XXD,"Occup of pk-up/van injured in clsn w ped/anml nontraf, subs ",C, 
D,V503XXS,"Occup of pk-up/van inj in clsn w ped/anml nontraf, sequela  ",C, 
D,V504XXD,"Prsn brd/alit pk-up/van injured in clsn w ped/anml, subs    ",C, 
D,V504XXS,"Prsn brd/alit pk-up/van injured in clsn w ped/anml, sequela ",C, 
D,V505XXD,"Driver of pk-up/van injured in clsn w ped/anml in traf, subs",C, 
D,V505XXS,"Driver of pk-up/van inj in clsn w ped/anml in traf, sequela ",C, 
D,V506XXD,"Pasngr in pk-up/van injured in clsn w ped/anml in traf, subs",C, 
D,V506XXS,"Pasngr in pk-up/van inj in clsn w ped/anml in traf, sequela ",C, 
D,V507XXD,"Person outsd pk-up/van inj in clsn w ped/anml in traf, subs ",C, 
D,V507XXS,"Person outsd pk-up/van inj in clsn w ped/anml in traf, sqla ",C, 
D,V509XXD,"Occup of pk-up/van injured in clsn w ped/anml in traf, subs ",C, 
D,V509XXS,"Occup of pk-up/van inj in clsn w ped/anml in traf, sequela  ",C, 
D,V510XXD,"Driver of pk-up/van injured in clsn w pedl cyc nontraf, subs",C, 
D,V510XXS,"Driver of pk-up/van inj in clsn w pedl cyc nontraf, sequela ",C, 
D,V511XXD,"Pasngr in pk-up/van injured in clsn w pedl cyc nontraf, subs",C, 
D,V511XXS,"Pasngr in pk-up/van inj in clsn w pedl cyc nontraf, sequela ",C, 
D,V512XXD,"Person outsd pk-up/van inj in clsn w pedl cyc nontraf, subs ",C, 
D,V512XXS,"Person outsd pk-up/van inj in clsn w pedl cyc nontraf, sqla ",C, 
D,V513XXD,"Occup of pk-up/van injured in clsn w pedl cyc nontraf, subs ",C, 
D,V513XXS,"Occup of pk-up/van inj in clsn w pedl cyc nontraf, sequela  ",C, 
D,V514XXD,"Prsn brd/alit pk-up/van injured in clsn w pedl cyc, subs    ",C, 
D,V514XXS,"Prsn brd/alit pk-up/van injured in clsn w pedl cyc, sequela ",C, 
D,V515XXD,"Driver of pk-up/van injured in clsn w pedl cyc in traf, subs",C, 
D,V515XXS,"Driver of pk-up/van inj in clsn w pedl cyc in traf, sequela ",C, 
D,V516XXD,"Pasngr in pk-up/van injured in clsn w pedl cyc in traf, subs",C, 
D,V516XXS,"Pasngr in pk-up/van inj in clsn w pedl cyc in traf, sequela ",C, 
D,V517XXD,"Person outsd pk-up/van inj in clsn w pedl cyc in traf, subs ",C, 
D,V517XXS,"Person outsd pk-up/van inj in clsn w pedl cyc in traf, sqla ",C, 
D,V519XXD,"Occup of pk-up/van injured in clsn w pedl cyc in traf, subs ",C, 
D,V519XXS,"Occup of pk-up/van inj in clsn w pedl cyc in traf, sequela  ",C, 
D,V520XXD,"Driver of pk-up/van inj in clsn w 2/3-whl mv nontraf, subs  ",C, 
D,V520XXS,"Driver of pk-up/van inj in clsn w 2/3-whl mv nontraf, sqla  ",C, 
D,V521XXD,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv nontraf, subs  ",C, 
D,V521XXS,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv nontraf, sqla  ",C, 
D,V522XXD,"Prsn outsd pk-up/van inj in clsn w 2/3-whl mv nontraf, subs ",C, 
D,V522XXS,"Prsn outsd pk-up/van inj in clsn w 2/3-whl mv nontraf, sqla ",C, 
D,V523XXD,"Occup of pk-up/van inj in clsn w 2/3-whl mv nontraf, subs   ",C, 
D,V523XXS,"Occup of pk-up/van inj in clsn w 2/3-whl mv nontraf, sequela",C, 
D,V524XXD,"Prsn brd/alit pk-up/van injured in clsn w 2/3-whl mv, subs  ",C, 
D,V524XXS,"Prsn brd/alit pk-up/van inj in clsn w 2/3-whl mv, sequela   ",C, 
D,V525XXD,"Driver of pk-up/van inj in clsn w 2/3-whl mv in traf, subs  ",C, 
D,V525XXS,"Driver of pk-up/van inj in clsn w 2/3-whl mv in traf, sqla  ",C, 
D,V526XXD,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv in traf, subs  ",C, 
D,V526XXS,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv in traf, sqla  ",C, 
D,V527XXD,"Prsn outsd pk-up/van inj in clsn w 2/3-whl mv in traf, subs ",C, 
D,V527XXS,"Prsn outsd pk-up/van inj in clsn w 2/3-whl mv in traf, sqla ",C, 
D,V529XXD,"Occup of pk-up/van inj in clsn w 2/3-whl mv in traf, subs   ",C, 
D,V529XXS,"Occup of pk-up/van inj in clsn w 2/3-whl mv in traf, sequela",C, 
D,V530XXD,"Driver of pk-up/van inj pk-up truck, pk-up/van nontraf, subs",C, 
D,V530XXS,"Driver of pk-up/van inj pk-up truck, pk-up/van nontraf, sqla",C, 
D,V531XXD,"Pasngr in pk-up/van inj pk-up truck, pk-up/van nontraf, subs",C, 
D,V531XXS,"Pasngr in pk-up/van inj pk-up truck, pk-up/van nontraf, sqla",C, 
D,V532XXD,"Prsn outsd pk-up/van inj pk-up truck,pk-up/van nontraf, subs",C, 
D,V532XXS,"Prsn outsd pk-up/van inj pk-up truck,pk-up/van nontraf, sqla",C, 
D,V533XXD,"Occup of pk-up/van inj pk-up truck, pk-up/van nontraf, subs ",C, 
D,V533XXS,"Occup of pk-up/van inj pk-up truck, pk-up/van nontraf, sqla ",C, 
D,V534XXD,"Prsn brd/alit pk-up/van inj pick-up truck, pk-up/van, subs  ",C, 
D,V534XXS,"Prsn brd/alit pk-up/van inj pk-up truck, pk-up/van, sequela ",C, 
D,V535XXD,"Driver of pk-up/van inj pk-up truck, pk-up/van in traf, subs",C, 
D,V535XXS,"Driver of pk-up/van inj pk-up truck, pk-up/van in traf, sqla",C, 
D,V536XXD,"Pasngr in pk-up/van inj pk-up truck, pk-up/van in traf, subs",C, 
D,V536XXS,"Pasngr in pk-up/van inj pk-up truck, pk-up/van in traf, sqla",C, 
D,V537XXD,"Prsn outsd pk-up/van inj pk-up truck,pk-up/van in traf, subs",C, 
D,V537XXS,"Prsn outsd pk-up/van inj pk-up truck,pk-up/van in traf, sqla",C, 
D,V539XXD,"Occup of pk-up/van inj pk-up truck, pk-up/van in traf, subs ",C, 
D,V539XXS,"Occup of pk-up/van inj pk-up truck, pk-up/van in traf, sqla ",C, 
D,V540XXD,"Driver of pk-up/van injured in clsn w hv veh nontraf, subs  ",C, 
D,V540XXS,"Driver of pk-up/van inj in clsn w hv veh nontraf, sequela   ",C, 
D,V541XXD,"Pasngr in pk-up/van injured in clsn w hv veh nontraf, subs  ",C, 
D,V541XXS,"Pasngr in pk-up/van inj in clsn w hv veh nontraf, sequela   ",C, 
D,V542XXD,"Person outside pk-up/van inj in clsn w hv veh nontraf, subs ",C, 
D,V542XXS,"Person outsd pk-up/van inj in clsn w hv veh nontraf, sequela",C, 
D,V543XXD,"Occup of pk-up/van injured in clsn w hv veh nontraf, subs   ",C, 
D,V543XXS,"Occup of pk-up/van injured in clsn w hv veh nontraf, sequela",C, 
D,V544XXD,"Prsn brd/alit pk-up/van injured in collision w hv veh, subs ",C, 
D,V544XXS,"Prsn brd/alit pk-up/van injured in clsn w hv veh, sequela   ",C, 
D,V545XXD,"Driver of pk-up/van injured in clsn w hv veh in traf, subs  ",C, 
D,V545XXS,"Driver of pk-up/van inj in clsn w hv veh in traf, sequela   ",C, 
D,V546XXD,"Pasngr in pk-up/van injured in clsn w hv veh in traf, subs  ",C, 
D,V546XXS,"Pasngr in pk-up/van inj in clsn w hv veh in traf, sequela   ",C, 
D,V547XXD,"Person outside pk-up/van inj in clsn w hv veh in traf, subs ",C, 
D,V547XXS,"Person outsd pk-up/van inj in clsn w hv veh in traf, sequela",C, 
D,V549XXD,"Occup of pk-up/van injured in clsn w hv veh in traf, subs   ",C, 
D,V549XXS,"Occup of pk-up/van injured in clsn w hv veh in traf, sequela",C, 
D,V550XXD,"Driver of pk-up/van inj in clsn w rail trn/veh nontraf, subs",C, 
D,V550XXS,"Driver of pk-up/van inj in clsn w rail trn/veh nontraf, sqla",C, 
D,V551XXD,"Pasngr in pk-up/van inj in clsn w rail trn/veh nontraf, subs",C, 
D,V551XXS,"Pasngr in pk-up/van inj in clsn w rail trn/veh nontraf, sqla",C, 
D,V552XXD,"Prsn outsd pk-up/van inj in clsn w rail trn/veh nontraf,subs",C, 
D,V552XXS,"Prsn outsd pk-up/van inj in clsn w rail trn/veh nontraf,sqla",C, 
D,V553XXD,"Occup of pk-up/van inj in clsn w rail trn/veh nontraf, subs ",C, 
D,V553XXS,"Occup of pk-up/van inj in clsn w rail trn/veh nontraf, sqla ",C, 
D,V554XXD,"Prsn brd/alit pk-up/van injured in clsn w rail trn/veh, subs",C, 
D,V554XXS,"Prsn brd/alit pk-up/van inj in clsn w rail trn/veh, sequela ",C, 
D,V555XXD,"Driver of pk-up/van inj in clsn w rail trn/veh in traf, subs",C, 
D,V555XXS,"Driver of pk-up/van inj in clsn w rail trn/veh in traf, sqla",C, 
D,V556XXD,"Pasngr in pk-up/van inj in clsn w rail trn/veh in traf, subs",C, 
D,V556XXS,"Pasngr in pk-up/van inj in clsn w rail trn/veh in traf, sqla",C, 
D,V557XXD,"Prsn outsd pk-up/van inj in clsn w rail trn/veh in traf,subs",C, 
D,V557XXS,"Prsn outsd pk-up/van inj in clsn w rail trn/veh in traf,sqla",C, 
D,V559XXD,"Occup of pk-up/van inj in clsn w rail trn/veh in traf, subs ",C, 
D,V559XXS,"Occup of pk-up/van inj in clsn w rail trn/veh in traf, sqla ",C, 
D,V560XXD,"Driver of pk-up/van inj in clsn w nonmtr veh nontraf, subs  ",C, 
D,V560XXS,"Driver of pk-up/van inj in clsn w nonmtr veh nontraf, sqla  ",C, 
D,V561XXD,"Pasngr in pk-up/van inj in clsn w nonmtr veh nontraf, subs  ",C, 
D,V561XXS,"Pasngr in pk-up/van inj in clsn w nonmtr veh nontraf, sqla  ",C, 
D,V562XXD,"Prsn outsd pk-up/van inj in clsn w nonmtr veh nontraf, subs ",C, 
D,V562XXS,"Prsn outsd pk-up/van inj in clsn w nonmtr veh nontraf, sqla ",C, 
D,V563XXD,"Occup of pk-up/van inj in clsn w nonmtr veh nontraf, subs   ",C, 
D,V563XXS,"Occup of pk-up/van inj in clsn w nonmtr veh nontraf, sqla   ",C, 
D,V564XXD,"Prsn brd/alit pk-up/van inj in clsn w nonmtr vehicle, subs  ",C, 
D,V564XXS,"Prsn brd/alit pk-up/van inj in clsn w nonmtr vehicle, sqla  ",C, 
D,V565XXD,"Driver of pk-up/van inj in clsn w nonmtr veh in traf, subs  ",C, 
D,V565XXS,"Driver of pk-up/van inj in clsn w nonmtr veh in traf, sqla  ",C, 
D,V566XXD,"Pasngr in pk-up/van inj in clsn w nonmtr veh in traf, subs  ",C, 
D,V566XXS,"Pasngr in pk-up/van inj in clsn w nonmtr veh in traf, sqla  ",C, 
D,V567XXD,"Prsn outsd pk-up/van inj in clsn w nonmtr veh in traf, subs ",C, 
D,V567XXS,"Prsn outsd pk-up/van inj in clsn w nonmtr veh in traf, sqla ",C, 
D,V569XXD,"Occup of pk-up/van inj in clsn w nonmtr veh in traf, subs   ",C, 
D,V569XXS,"Occup of pk-up/van inj in clsn w nonmtr veh in traf, sqla   ",C, 
D,V570XXD,"Drvr of pk-up/van inj in clsn w statnry object nontraf, subs",C, 
D,V570XXS,"Drvr of pk-up/van inj in clsn w statnry object nontraf, sqla",C, 
D,V571XXD,"Pasngr in pk-up/van inj in clsn w statnry obj nontraf, subs ",C, 
D,V571XXS,"Pasngr in pk-up/van inj in clsn w statnry obj nontraf, sqla ",C, 
D,V572XXD,"Prsn outsd pk-up/van inj in clsn w statnry obj nontraf, subs",C, 
D,V572XXS,"Prsn outsd pk-up/van inj in clsn w statnry obj nontraf, sqla",C, 
D,V573XXD,"Occup of pk-up/van inj in clsn w statnry obj nontraf, subs  ",C, 
D,V573XXS,"Occup of pk-up/van inj in clsn w statnry obj nontraf, sqla  ",C, 
D,V574XXD,"Prsn brd/alit pk-up/van inj in clsn w statnry object, subs  ",C, 
D,V574XXS,"Prsn brd/alit pk-up/van inj in clsn w statnry object, sqla  ",C, 
D,V575XXD,"Drvr of pk-up/van inj in clsn w statnry object in traf, subs",C, 
D,V575XXS,"Drvr of pk-up/van inj in clsn w statnry object in traf, sqla",C, 
D,V576XXD,"Pasngr in pk-up/van inj in clsn w statnry obj in traf, subs ",C, 
D,V576XXS,"Pasngr in pk-up/van inj in clsn w statnry obj in traf, sqla ",C, 
D,V577XXD,"Prsn outsd pk-up/van inj in clsn w statnry obj in traf, subs",C, 
D,V577XXS,"Prsn outsd pk-up/van inj in clsn w statnry obj in traf, sqla",C, 
D,V579XXD,"Occup of pk-up/van inj in clsn w statnry obj in traf, subs  ",C, 
D,V579XXS,"Occup of pk-up/van inj in clsn w statnry obj in traf, sqla  ",C, 
D,V580XXD,"Driver of pk-up/van inj in nonclsn trnsp acc nontraf, subs  ",C, 
D,V580XXS,"Driver of pk-up/van inj in nonclsn trnsp acc nontraf, sqla  ",C, 
D,V581XXD,"Pasngr in pk-up/van inj in nonclsn trnsp acc nontraf, subs  ",C, 
D,V581XXS,"Pasngr in pk-up/van inj in nonclsn trnsp acc nontraf, sqla  ",C, 
D,V582XXD,"Prsn outsd pk-up/van inj in nonclsn trnsp acc nontraf, subs ",C, 
D,V582XXS,"Prsn outsd pk-up/van inj in nonclsn trnsp acc nontraf, sqla ",C, 
D,V583XXD,"Occup of pk-up/van inj in nonclsn trnsp acc nontraf, subs   ",C, 
D,V583XXS,"Occup of pk-up/van inj in nonclsn trnsp acc nontraf, sequela",C, 
D,V584XXD,"Prsn brd/alit pk-up/van injured in nonclsn trnsp acc, subs  ",C, 
D,V584XXS,"Prsn brd/alit pk-up/van inj in nonclsn trnsp acc, sequela   ",C, 
D,V585XXD,"Driver of pk-up/van inj in nonclsn trnsp acc in traf, subs  ",C, 
D,V585XXS,"Driver of pk-up/van inj in nonclsn trnsp acc in traf, sqla  ",C, 
D,V586XXD,"Pasngr in pk-up/van inj in nonclsn trnsp acc in traf, subs  ",C, 
D,V586XXS,"Pasngr in pk-up/van inj in nonclsn trnsp acc in traf, sqla  ",C, 
D,V587XXD,"Prsn outsd pk-up/van inj in nonclsn trnsp acc in traf, subs ",C, 
D,V587XXS,"Prsn outsd pk-up/van inj in nonclsn trnsp acc in traf, sqla ",C, 
D,V589XXD,"Occup of pk-up/van inj in nonclsn trnsp acc in traf, subs   ",C, 
D,V589XXS,"Occup of pk-up/van inj in nonclsn trnsp acc in traf, sequela",C, 
D,V5900XD,"Driver of pk-up/van injured in clsn w unsp mv nontraf, subs ",C, 
D,V5900XS,"Driver of pk-up/van inj in clsn w unsp mv nontraf, sequela  ",C, 
D,V5909XD,"Driver of pk-up/van injured in clsn w oth mv nontraf, subs  ",C, 
D,V5909XS,"Driver of pk-up/van inj in clsn w oth mv nontraf, sequela   ",C, 
D,V5910XD,"Pasngr in pk-up/van injured in clsn w unsp mv nontraf, subs ",C, 
D,V5910XS,"Pasngr in pk-up/van inj in clsn w unsp mv nontraf, sequela  ",C, 
D,V5919XD,"Pasngr in pk-up/van injured in clsn w oth mv nontraf, subs  ",C, 
D,V5919XS,"Pasngr in pk-up/van inj in clsn w oth mv nontraf, sequela   ",C, 
D,V5920XD,"Occup of pk-up/van injured in clsn w unsp mv nontraf, subs  ",C, 
D,V5920XS,"Occup of pk-up/van inj in clsn w unsp mv nontraf, sequela   ",C, 
D,V5929XD,"Occup of pk-up/van injured in clsn w oth mv nontraf, subs   ",C, 
D,V5929XS,"Occup of pk-up/van injured in clsn w oth mv nontraf, sequela",C, 
D,V593XXD,"Occupant (driver) of pk-up/van injured in unsp nontraf, subs",C, 
D,V593XXS,"Occupant of pk-up/van injured in unsp nontraf, sequela      ",C, 
D,V5940XD,"Driver of pk-up/van injured in clsn w unsp mv in traf, subs ",C, 
D,V5940XS,"Driver of pk-up/van inj in clsn w unsp mv in traf, sequela  ",C, 
D,V5949XD,"Driver of pk-up/van injured in clsn w oth mv in traf, subs  ",C, 
D,V5949XS,"Driver of pk-up/van inj in clsn w oth mv in traf, sequela   ",C, 
D,V5950XD,"Pasngr in pk-up/van injured in clsn w unsp mv in traf, subs ",C, 
D,V5950XS,"Pasngr in pk-up/van inj in clsn w unsp mv in traf, sequela  ",C, 
D,V5959XD,"Pasngr in pk-up/van injured in clsn w oth mv in traf, subs  ",C, 
D,V5959XS,"Pasngr in pk-up/van inj in clsn w oth mv in traf, sequela   ",C, 
